student_answer,teacher_answer,label,index
"A solution is when you take a mixture like powder and mix it with water then after stirring it, it becomes a solution.",A solution is a mixture formed when a solid dissolves in a liquid.,1,93
"Because it is made of 2 mixtures, and making it one mixture and becoming a solution of 2 mixtures.",A solution is a mixture formed when a solid dissolves in a liquid.,0,93
A solution is 2 materials put together and the one dissolves. And on a mixture they stay so you can see it.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
It is different because in other mixtures the liquid dissolves but in a solution the solid material dissolves.,A solution is a mixture formed when a solid dissolves in a liquid.,1,93
A solution is different from a mixture because it is when you mix 2 or more things and a solution is when like water and salt dissolves or evaporated.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
When you make solution tiny particles of the solid explained some cannot see it.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
The solid material dissolves.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
A solution is a different type of mixture. Then they are a solution is a mixtures that dissolves.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
The salt dissolved in the mixture.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
A solution something that dissolves.,A solution is a mixture formed when a solid dissolves in a liquid.,1,93
A solution is something that dissolves into the liquid and a mixture is something mixed up together.,A solution is a mixture formed when a solid dissolves in a liquid.,1,93
When the mixture is mixed.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
A solution does not dissolve.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
Other mixtures are mixed with peas and tomatoes and other foods.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
A solution is when an object disappears in the liquid and in a mixture the object does not disappear.,A solution is a mixture formed when a solid dissolves in a liquid.,1,93
A solution is something put into a liquid and made one thing.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
In a solution one material dissolves into the liquid.,A solution is a mixture formed when a solid dissolves in a liquid.,1,93
Solutions are clear.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
Clear and 2 things that make it still clear.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
A solution is different because it is clear that you can see through.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
A solution is separated but a mixture is a bunched up together.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
Because a solution is clear but other mixtures are not.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
It has and weighs more with more things in it than a solution.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
Because one of the chemicals dissolves.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
The solid must dissolve.,A solution is a mixture formed when a solid dissolves in a liquid.,1,93
They have a different type of them that they have different ideas.,A solution is a mixture formed when a solid dissolves in a liquid.,0,93
Because it turns clear. It bubbles.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
When you can see through the solution. When the solid gets dissolved into the liquid.,The solid dissolves (seems to disappear) and the liquid remains clear.,1,67
When you mix a solid and a liquid it is clear.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
Because the mixture is clear.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
It is clear and can be separated with evaporation.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
"You can see through the mixture, and one material has dissolved.",The solid dissolves (seems to disappear) and the liquid remains clear.,1,67
"When one seems to disappear because it has dissolved, and you can see through it.",The solid dissolves (seems to disappear) and the liquid remains clear.,1,67
When it creates one type of something. Like chocolate milk.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
It is when you cannot see the solid from the liquid.,The solid dissolves (seems to disappear) and the liquid remains clear.,1,67
When you cannot separate them with filters or screens.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
"The solid seems to disappear, or dissolve.",The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
Well I will see the solid at the bottom and the liquid on top of it.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
You know because the solid matrix I will dissolve overnight.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
Then material will probably split up into smaller parts.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
Because the solid is kind of hard and liquid is more smoother.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
When you cannot see the solid.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
The solid dissolves. The solid breaks into tiny pieces so tiny no one can see it.,The solid dissolves (seems to disappear) and the liquid remains clear.,1,67
If you experiment you might find a way to separate.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
Of the materials dissolve.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
You know when the solid is dissolved.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
When water and salt mix the salt disappears or seems to and when you cannot see the salt that means you have made a solution.,The solid dissolves (seems to disappear) and the liquid remains clear.,1,67
The solid disappears into air pockets.,The solid dissolves (seems to disappear) and the liquid remains clear.,1,67
When something is mixing so you get a solution.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
You see how it mixes together and sometimes there are bubbles or wet.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
It is clear.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
I know that because it is mixed up because it is not clear anymore.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
When the water turns gray or a different color.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
"Powder and water when they mix together. The water turn white, that how you tell or you look to the bottom.",The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
When they are in the container the water brushes off some dirt from the solid.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
When the solid dissolves.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
Because one of the chemicals dissolves.,The solid dissolves (seems to disappear) and the liquid remains clear.,0,67
Because it look a lot like alum.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
I chose it because I looked at the key below and I saw the same shape.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because they are the same shape.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
"Because the particles in her dish, look like the ones in the box down below labeled alum.",Emily's crystals are the same shape as the alum crystals shown on the key.,1,85
Because on the key alum is a hexagon and a hexagon in the middle with lines going from each point to the point on the hexagon inside.,Emily's crystals are the same shape as the alum crystals shown on the key.,1,85
I chose alum because it looks like alum and the mystery solution have the same pattern.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because you see the picture in the dish and it looks the same.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
I looked at the crystal shape key and it looks most like alum.,Emily's crystals are the same shape as the alum crystals shown on the key.,1,85
Because they look the same.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Well I look at the key below and I saw the same way it looked at the top.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because that is what it is call and we talks about that is what it is call.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because I thought it was the best answer.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
I looked at the pictures below and one of them looked like mystery solution looked at it said alum I picked alum.,Emily's crystals are the same shape as the alum crystals shown on the key.,1,85
Because crystals look like a small amount and have lines on the side something each crystal has its own shape.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
I looked at the pictures and words and I tried to see which one matched the crystals in the circle.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because picture tips of crystal like the same.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because that is the picture Emily drew. Crystals have different shapes.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
You can see it on the pictures.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Just a wild guess.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because it showed what alum looks like at the bottom.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because they look the same.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because they look like they have the same properties.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
"I chose that answer, because the picture look the same.",Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because picture show the exact same thing as alum in the picture below.,Emily's crystals are the same shape as the alum crystals shown on the key.,1,85
Because they look the same.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
The alum has the same pattern and it looks the same.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
I chose that answer because it looks the same like the drawing in the circle.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because it shows the pictures below.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
I chose that answer because when I look down the picture it look the same as the picture up there.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because the picture down below of Epsom salt has no lines or anything.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
Because her drawing looks the same as the one in the shape key.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
The alum in the picture below is a tall hexagon the crystal in the picture above is also a tall hexagon so it led me to the conclusion that they are the same.,Emily's crystals are the same shape as the alum crystals shown on the key.,1,85
Because alum looks like the picture above.,Emily's crystals are the same shape as the alum crystals shown on the key.,1,85
Because it looks like alum but more crystals.,Emily's crystals are the same shape as the alum crystals shown on the key.,1,85
I chose it because on the key it looks the same as the crystal evaporating dish.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
It looks closer than the other.,Emily's crystals are the same shape as the alum crystals shown on the key.,0,85
The solid was too big to go through the filter paper.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
Because the little piece of the liquid and the undissolved is bigger.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
It is separate because the paper filter is liquid.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
Because the solid is too heavy to go through the paper.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
Solid is too big to go through the filter hole. Liquid is just water that can go through almost anything.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
Because the filter cannot hold the water because the filter already has water in it.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
"The holes in the filter are smaller than the solid particles, and the water particles are smaller than the holes, so the water goes through the filter while the solid will not go through.",The particles of the solid are too big to go through the holes in the paper filter.,1,65
Because the particle size was too big and the filter could not hold any more water because it was wet.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
"Because when the solid touches the side, it sticks.",The particles of the solid are too big to go through the holes in the paper filter.,0,65
Because the solid was bigger than the liquid so it got stuck!,The particles of the solid are too big to go through the holes in the paper filter.,1,65
Because she did not wet the filter and when she put the water they got wet.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
Because the materials are too big to go through the holes but the water is not too big to go through the holes in the filter.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
It stays in the filter because the solid material does not count as the solution.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
The solid does not go through the filter like the liquid because the liquid is small enough to go through the filter but the solid is too large.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
Because it is a thick.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
Because the holes in the filter are too small for the solid to go through them.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
The solid stayed in because it was too big to go through the microscopic holes in the filter paper.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
The solid stays in the filter because the particles are too big to go through but dissolved can go through because the particles are small enough.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
It stays at the top because it is too big to go through the filter and the water is just a liquid.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
The solid is hard. It cannot go through because it is not a liquid.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
Because the solute in the saturated solution dissolved and were dispersed equally. The material that did not go through was too big to go through.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
Because the materials are stuck together with water and cannot go through the tiny holes in the filter.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
Because when the water goes through the filter some water stays which helps the filter catch the sugar.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
Because it is too thick to slide down the filter.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
Because the solid stay because it is too big and water it can just go through things like that.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
Because they are big.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
The solid stayed in because it was not as watery and it was bigger chucks. The liquid is watery and so it went through.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
The solid stays in the filter because the filter's holes are too small for the liquid to go through.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
Because paper absorbent and solids cannot go through solids.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
The liquid was too big to go through the holes.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
Because in the filter paper there are little holes!,The particles of the solid are too big to go through the holes in the paper filter.,1,65
The solid would be too big to pass through the small holes in the filter paper.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
The solid stays because its particle size was too large to go through the filter.,The particles of the solid are too big to go through the holes in the paper filter.,1,65
Because water goes through the paper and the salt is not water.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
Because the liquid is a substance that can go through most objects with small or tiny holes and solid cannot.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
Because the solid did not dissolve.,The particles of the solid are too big to go through the holes in the paper filter.,0,65
No because one has more water.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"No, because they do not say how much spoons are in there and 250 milliliters is more concentrated.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
No. Because one has more water.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
No because it has to be equal.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"No, because one has more water.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
No they do not because they are not the same amount of water and it will not equal the same.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"Yes, because if you get the same amount of water from each then weighed it they would measure up to the same amount.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"No, because there is less room for the solute to spread out in Mariella's solution. The material at the bottom is not part of the solution.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
Yes because they both have the same amount of solid.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
No because they have the same solid but different amounts of water.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"No, they do not because Richard put more water which will make it less concentrated.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
No. I think that Mariella's saturated solution is more concentrated because it has more solid.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
No because one has more water which will make the solution heavier than the other.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"No, because the 100 milliliters of water is more concentrated because it has less solvent and 250 milliliters of water has more solvent.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"No because if you had Kool-aid the one with more water will give the powder more space to dissolve, but the one with less water will saturate because there is less space for the powder to dissolve.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
Yes because they both cannot hold any more solid.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",1,46
Yes. They are both saturated which means they are also concentrated.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
No. Why because one has 3 spoons of salt in it and 2 has 4 spoons of salt in it that is why it is more solution.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"No, because it might be a different amount of the solid in it.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
I think yes because it does not matter how much whatever you put in it and they put the same amount of stuff.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"Yes, because if you take out the same amount of water out of each solution and put them on a balance then they will weigh the same. Only a certain amount of water can hold a certain amount of salt.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
No it does not because the 250 is more than 100.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
Yes because if you take out a certain amount of water out of each of them and weigh them and they will weigh the same.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"No, the one with 100 milliliters of water is more concentrated because the solid has less room.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
No because Richard has more water than Mariella and Mariella only has 100 milliliters of water. And it is more crowded with 100 milliliters of water.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"No, because Richard has more concentration space than Mariella because he has more water which means less saturation room.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"Yes, because they are both saturated and if they add more it will just become more saturated.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
Yes. Because they both put sort of the same amount of water into the cup and so they both have the same concentration.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"No, because Mariella's solution had more water.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
Yes there is the same amount of solution.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
"No, because if they did then both the water would be the same.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
No because Richard has way more solution than Mariella so it is not the same amount.,"Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.",0,46
B has more solute than A does therefore B will weigh more since the solute is equally spread.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
They are the same amount of water different in spoons. That is why B weighs more because of spoons.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Because you would have to take 50 milliliters of water out of cup B or else cup B would be heavier. So it would more fair.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
I chose cup A because it seems more concentrated.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Because he pour only 50 milliliters of solution in each cup.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Because B is the double of A.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Because cup B has more spoons of the solute and has more water.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
"Because if you just took 50 milliliters of water out of each, they would be equal. I got this one wrong.",The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
I think the second one because B has more scoops of solute.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Because now there is now only some of water in each and 4 is more than 2 and cup B more concentration.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
I picked cup B because I thought it would have more spoons of solute than cup A.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Because 2 is half of 4 spoons and 50 milliliters is half of 100.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,1,127
Because Nigel took out the same amount of solutions. There is 2 spoons for 50 milliliters of water. The concentration are the same.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,1,127
They both have 2 spoonfuls per 50 milliliters so when you compare 50 milliliters from each they both have 2 spoonfuls in the 50 milliliters.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,1,127
Because they both have the same amount of water but have different amount of salt.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
I think cup B would be more heavy because cup B is more concentrated.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
They are going to be even.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Cup B is more concentrated than cup A.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Because solution B has more water in the top.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
"They are the same, because there is a pattern, for every 2 spoons of solute add 50 milliliters of water.",The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,1,127
B because it gave 100 milliliters water and 4 spoons of solute. And A gave 5 milliliters water 2 spoon of salt so I stay with B.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
I chose the same because he took bottle A and half of bottle B and half of bottle B equals A.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,1,127
It is like x like 50 times 2 equals 100 so then 2 spoons of solute equals 50.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
"All solutions are mixtures, and a solution is when something disappears into the other.",The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Solution would need to be doubled.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Because he took the same amount from each bottle.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Because they both have the same amount of solution in each cup. So both cups weigh the same.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Because there is 2 spoons and 50 milliliters and then there is 4 spoons and 100 milliliters so they are going to weigh the same.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,1,127
Because there is more water and solute.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
I chose that one because in bottle B they took 50 milliliters but in it they put 4 spoons.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
I chose this one because in the picture above there is more water in cup B.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Solution B has more water so it weighs more than solution A.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
Cup B because it is just double.,The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,0,127
If you take the same amount of water and weight it will measure to the same things.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",1,17
I chose cup 2 because it has the same water 2 has more solute.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",0,17
"The solutions have the same amount of solute, there is just more on the bottom of the cup in cup 2.","Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",1,17
I chose A because in each cup you could put 4 spoons and it dissolved. When the fifth scoop went in it did not dissolve. The undissolved part is not part of the solution.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",1,17
Once a solution is saturated it is at its highest level of concentration.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",0,17
My choice is A because it might weigh the same and they both is saturated.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",1,17
Because both of the cups one and 2 have the same amount of concentrations because they are both saturated.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",1,17
They are the same because once a solution is saturated it cannot go further.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",1,17
I chose cup 2 because it has more solute in it.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",0,17
I picked C because cup 2 has more solute than cup one.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",0,17
Because it has more spoons of solute but it has the same amount of water.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",0,17
Because there is the same amount of solvent but there is more solute in cup 2.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",0,17
"Each solution has same amount of water, which means they both hold the same amount of solute after saturation.","Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",1,17
Because they are both at the highest point of concentration.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",1,17
Because it is the same.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",0,17
It does not show how much dissolved and how much did not.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",0,17
Because both cup one and 2 are already concentrated. Neither cup one or 2 can hold any more solvent.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",0,17
"Because Tabby said that the solute and water were the same and I believe him and it says that they both have the same thing on the bottom clear, material on the bottom.","Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",0,17
It clearly states that 2 has more.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",0,17
Because is look like it.,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",0,17
